id,title,book_id,author,tier,tier_code,reads,log_reads,nchars,bytes,file,fully_matched,ambiguous,resolve_note,ledger_idx
196,老婆假死考验我夫徳，我主动约富婆后她却悔疯了,,,无信号,,,,8554,25141,老婆假死考验我夫徳，我主动约富婆后她却悔疯了.txt,False,False,,
197,老婆破产后，全城等着看我跑路,,,C,3,1119,7.0202,17557,45715,老婆破产后，全城等着看我跑路.txt,True,False,,
198,老婆让实习生当众掌掴我妈，视频还被发家族群,,,B,4,8092,8.9986,14636,36976,老婆让实习生当众掌掴我妈，视频还被发家族群.txt,True,False,,
199,老婆为哄小白脸骗我离婚，我假死娶白富美破防什么,,,无信号,,,,21497,62507,老婆为哄小白脸骗我离婚，我假死娶白富美破防什么.txt,False,False,,
200,冷雨熄了五年灯，爱意埋葬在风里,,,无信号,,,,11557,32239,冷雨熄了五年灯，爱意埋葬在风里.txt,False,False,,
201,离婚冷静期是给后悔的人准备的，可我是清醒,,,小扑,2,972,6.8794,8879,26027,离婚冷静期是给后悔的人准备的，可我是清醒.txt,True,False,,
202,离婚五年后回国，前妻求着复婚,,,无信号,,,,24794,71637,离婚五年后回国，前妻求着复婚.txt,False,False,,
203,离开你，我的世界阳光遍地,,,C,3,1015,6.9226,13845,40261,离开你，我的世界阳光遍地 .txt,True,False,,
204,连双拖鞋都不给我留的家，不回了梁安,,,无信号,,,,11240,32290,连双拖鞋都不给我留的家，不回了梁安.txt,False,False,,
205,恋爱四年，男友建了一个没有我的群,,,S,6,340055,12.7369,17518,46604,恋爱四年，男友建了一个没有我的群.txt,True,False,,
206,邻居阿姨造谣我爸偷看她洗澡，重生后我杀疯了,,,小扑,2,972,6.8794,12330,36419,邻居阿姨造谣我爸偷看她洗澡，重生后我杀疯了.txt,True,False,,
207,邻居出差让我帮忙照看老人，弹幕却说老人已经死了,,,B,4,3982,8.2895,16215,47366,邻居出差让我帮忙照看老人，弹幕却说老人已经死了.txt,True,False,,
208,邻居非说我考上清华的儿子侵犯她女儿，我掏出手机直播后她后悔了,,,C,3,1003,6.9108,19957,53009,邻居非说我考上清华的儿子侵犯她女儿，我掏出手机直播后她后悔了.txt,True,False,,
209,邻居让我帮忙提婴儿车，弹幕却让我别碰,,,A,5,50124,10.8223,17632,48038,邻居让我帮忙提婴儿车，弹幕却让我别碰.txt,True,False,,
210,邻居偷接电表害死我妈，三十年后我停了他家拆迁款,,,C,3,1024,6.9315,9333,27352,邻居偷接电表害死我妈，三十年后我停了他家拆迁款.txt,True,False,,
211,凛冬结束，我们的爱情再无春天,,,无信号,,,,30362,82080,凛冬结束，我们的爱情再无春天.txt,False,False,,
212,凌晨儿子拉我躲进芦苇荡，天亮后丈夫的微信来了,,,无信号,,,,10542,31010,凌晨儿子拉我躲进芦苇荡，天亮后丈夫的微信来了.txt,False,False,,
213,零下十五度的告别,,,小扑,2,957,6.8638,12023,32387,零下十五度的告别.txt,True,False,,
214,领证当晚，公公说彩礼降到8888元,,,C,3,1020,6.9276,12066,34942,领证当晚，公公说彩礼降到8888元.txt,True,False,,
215,领证第27次被放鸽子后，我转身嫁给他哥,,,C,3,1008,6.9157,14073,36897,领证第27次被放鸽子后，我转身嫁给他哥.txt,True,False,,
216,留不住蓝伞，也留不住我,,,C,3,1989,7.5954,12932,36286,留不住蓝伞，也留不住我.txt,True,False,,
217,流放十二年平反，夫君儿子都不认我,,,无信号,,,,12276,35952,流放十二年平反，夫君儿子都不认我.txt,False,False,,
218,录取通知书被撕碎，我在警局掏出爷爷的证书,,,小扑,2,986,6.8937,10901,31945,录取通知书被撕碎，我在警局掏出爷爷的证书.txt,True,False,,
219,落地前我发出了求救暗号,,,小扑,2,955,6.8617,11379,32323,落地前我发出了求救暗号.txt,True,False,,
220,妈妈替我记了十二年工时,,,C,3,1025,6.9324,22843,66079,妈妈替我记了十二年工时.txt,True,False,,
221,妈妈为避嫌逼犯哮喘的我军训后，悔疯了,,,无信号,,,,10566,30704,妈妈为避嫌逼犯哮喘的我军训后，悔疯了.txt,False,False,,
222,妈妈为给妹妹填志愿，夺走了我心脏电源,,,无信号,,,,9505,27489,妈妈为给妹妹填志愿，夺走了我心脏电源.txt,False,False,,
223,妈妈照顾了我二十年后，我被全网骂上了热搜,,,无信号,,,,13080,38593,妈妈照顾了我二十年后，我被全网骂上了热搜.txt,False,False,,
224,麦子熟了，俺的男人走了,,,无信号,,,,9868,29090,麦子熟了，俺的男人走了.txt,False,False,,
225,满城春风独我寒,,,无信号,,,,9442,27470,满城春风独我寒.txt,False,False,,
226,满室灰尘，藏二十年偏心谎言,,,小扑,2,998,6.9058,13632,39322,满室灰尘，藏二十年偏心谎言.txt,True,False,,
227,没给我留位置的家，我不要了,,,无信号,,,,9768,26126,没给我留位置的家，我不要了.txt,False,False,,
228,没有拍卖到粉钻戒指后，我和老公离婚了,,,B,4,4665,8.4478,15212,44186,没有拍卖到粉钻戒指后，我和老公离婚了.txt,True,False,,
229,梅子落于无尽夏,,,C,3,1194,7.0851,12135,32879,梅子落于无尽夏.txt,True,False,,
230,妹妹的烧烤店一天流水三万六，可她的店开在殡仪馆旁边,,,无信号,,,,11945,35086,妹妹的烧烤店一天流水三万六，可她的店开在殡仪馆旁边.txt,False,False,,
231,妹妹抢我玉佩嫁侯爷，拜堂时他认出了我的血,,,无信号,,,,12102,30666,妹妹抢我玉佩嫁侯爷，拜堂时他认出了我的血.txt,False,False,,
232,陌生男占车位打人，保安收他烟帮他,,,C,3,1009,6.9167,11391,33910,陌生男占车位打人，保安收他烟帮他.txt,True,False,,
233,墨洇纸碎断恩情,,,小扑,2,962,6.869,13338,38752,墨洇纸碎断恩情.txt,True,False,,
234,母亲的闺训簿,,,无信号,,,,13059,37607,母亲的闺训簿.txt,False,False,,
235,那场等了七年的集体婚礼，我和闺蜜不办了,,,C,3,2620,7.8709,17125,46825,那场等了七年的集体婚礼，我和闺蜜不办了.txt,True,False,,
236,那年风起落花深,,,C,3,1040,6.947,23459,68419,那年风起落花深.txt,True,False,,
237,那年心动误归期,,,无信号,,,,25197,73559,那年心动误归期.txt,False,False,,
238,那天，我买了一张单程票,,,无信号,,,,21232,62220,那天，我买了一张单程票.txt,False,False,,
239,奶奶绑定容貌转移系统，升学宴我让她把偷我的还给我,,,C,3,1037,6.9441,14978,43062,奶奶绑定容貌转移系统，升学宴我让她把偷我的还给我.txt,True,False,,
240,奈何深情意难平,,,C,3,1016,6.9236,8651,25387,奈何深情意难平.txt,True,False,,
241,男同学造谣我老婆骚扰，教室录音让他当场社死,,,小扑,2,975,6.8824,14769,38743,男同学造谣我老婆骚扰，教室录音让他当场社死.txt,True,False,,
242,男友不许姐姐喝冰啤酒后，我分手了,,,A,5,26342,10.1789,11894,32490,男友不许姐姐喝冰啤酒后，我分手了.txt,True,False,,
243,男友出轨闺蜜后，我不再试图挽救他们了,,,C,3,1025,6.9324,11861,33705,男友出轨闺蜜后，我不再试图挽救他们了.txt,True,False,,
244,男友的幸运数字是3，我给他3个选择后他后悔了,,,无信号,,,,12619,37057,男友的幸运数字是3，我给他3个选择后他后悔了.txt,False,False,,
245,男友教学妹练车三年没过科目二，我分手了,,,C,3,1027,6.9344,12297,35823,男友教学妹练车三年没过科目二，我分手了.txt,True,False,,
246,男友骗我给校花配型，重生后我让他喜提银手镯,,,小扑,2,967,6.8742,13719,36501,男友骗我给校花配型，重生后我让他喜提银手镯.txt,True,False,,
247,男友为避嫌和闺蜜坐一起，离开他悔疯了,,,C,3,2089,7.6444,10628,30764,男友为避嫌和闺蜜坐一起，离开他悔疯了.txt,True,False,,
248,男友遗言留给闺蜜，我不再追着他走,,,C,3,1014,6.9217,10912,31480,男友遗言留给闺蜜，我不再追着他走.txt,True,False,,
249,男友找我借点翠凤冠，给女明星戴着直播炫耀,,,C,3,1692,7.4337,16812,49213,男友找我借点翠凤冠，给女明星戴着直播炫耀.txt,True,False,,
250,男友装穷骗我，我利用他跨越阶级,,,B,4,8387,9.0344,13676,36990,男友装穷骗我，我利用他跨越阶级.txt,True,False,,
251,男友纵容村花害我染脏病，我笑着说染病的是你啊,,,C,3,1049,6.9556,10590,30684,男友纵容村花害我染脏病，我笑着说染病的是你啊.txt,True,False,,
252,南望古墓，辞我故人,,,无信号,,,,11345,32919,南望古墓，辞我故人.txt,False,False,,
253,你不是我的伴娘，他不是我的新郎,,,C,3,1009,6.9167,10412,30384,你不是我的伴娘，他不是我的新郎.txt,True,False,,
254,你不愿背起的幸福，我给别人了,,,无信号,,,,11102,32330,你不愿背起的幸福，我给别人了.txt,False,False,,
255,你的不要，是别人的刚好,,,C,3,1048,6.9546,14530,42037,你的不要，是别人的刚好.txt,True,False,,
256,你的许诺全是背叛,,,小扑,2,969,6.8763,10353,30293,你的许诺全是背叛.txt,True,False,,
257,你就让让她,,,C,3,1008,6.9157,10753,31410,你就让让她.txt,True,False,,
258,你我须臾片刻就好,,,小扑,2,975,6.8824,11586,33392,你我须臾片刻就好.txt,True,False,,
259,你拥清月，我辞故人,,,无信号,,,,11176,32660,你拥清月，我辞故人.txt,False,False,,
260,年年雪落终有时,,,无信号,,,,33084,96594,年年雪落终有时.txt,False,False,,
261,年薪1200万每月给妹妹8万后，妹夫要求每月涨到70万,,,A,5,23669,10.0719,35942,105022,年薪1200万每月给妹妹8万后，妹夫要求每月涨到70万.txt,True,False,,
262,娘亲刮分我的系统，这个福宝我不当了,,,无信号,,,,9407,27413,娘亲刮分我的系统，这个福宝我不当了.txt,False,False,,
263,孽胎到底在谁的肚子里啊,,,小扑,2,973,6.8804,10296,28668,孽胎到底在谁的肚子里啊.txt,True,False,,
264,女儿病危，老公却让我提前24h申请手术费,,,小扑,2,981,6.8886,11324,33034,女儿病危，老公却让我提前24h申请手术费.txt,True,False,,
265,女儿的36万高考账单,,,C,3,1004,6.9117,10072,29318,女儿的36万高考账单.txt,True,False,,
266,女儿的早教课,,,无信号,,,,14736,39507,女儿的早教课.txt,False,False,,
267,女儿凌晨拽我逃命？在酒店睡到次日，业主群炸锅了,,,无信号,,,,40009,103715,女儿凌晨拽我逃命？在酒店睡到次日，业主群炸锅了.txt,False,False,,
268,女儿生日当天被污蔑成野种，我直接给她找了个新爸爸,,,小扑,2,987,6.8947,11704,33884,女儿生日当天被污蔑成野种，我直接给她找了个新爸爸.txt,True,False,,
269,女儿死后第十年，我接到了前妻的求助电话,,,无信号,,,,10762,31642,女儿死后第十年，我接到了前妻的求助电话.txt,False,False,,
270,女学生造谣我丈夫骚扰，教室录音让她当场社死,,,C,3,1014,6.9217,14888,39082,女学生造谣我丈夫骚扰，教室录音让她当场社死.txt,True,False,,
271,女友不给我买表后，我跟她提分手了,,,B,4,5775,8.6613,15134,44070,女友不给我买表后，我跟她提分手了.txt,True,False,,
272,女友让学习搭子回恋爱消息后，我分手了,,,无信号,,,,11132,32586,女友让学习搭子回恋爱消息后，我分手了.txt,False,False,,
273,判定死亡2190天，我从边境毒窟爬回来了,,,C,3,1021,6.9285,25798,74022,判定死亡2190天，我从边境毒窟爬回来了.txt,True,False,,
274,抛绣球当日世子要我嫁给乞丐，我母仪天下了,,,C,3,1047,6.9537,13493,35563,抛绣球当日世子要我嫁给乞丐，我母仪天下了.txt,True,False,,
275,骗我净身出户？我搬空全家，顾总出差回来疯了,,,C,3,1043,6.9499,28462,82724,骗我净身出户？我搬空全家，顾总出差回来疯了.txt,True,False,,
276,贫困生给我的换命茶，我反手给瘫痪多年的老奶喝,,,S,6,326638,12.6966,12026,31010,贫困生给我的换命茶，我反手给瘫痪多年的老奶喝.txt,True,False,,
277,贫困生男大说我女儿倒贴他后，我让全校看了监控,,,C,3,1017,6.9246,12385,35407,贫困生男大说我女儿倒贴他后，我让全校看了监控.txt,True,False,,
278,贫困生偷走我的味觉后，我狂炫了五十几芒果,,,小扑,2,979,6.8865,9849,27343,贫困生偷走我的味觉后，我狂炫了五十几芒果.txt,True,False,,
279,品学兼优的女儿把我骂了,,,C,3,1044,6.9508,13058,37876,品学兼优的女儿把我骂了.txt,True,False,,
280,婆婆包了韭菜鸡蛋馅的饺子，我吃完后她崩溃了,,,S,6,127946,11.7594,41245,107741,婆婆包了韭菜鸡蛋馅的饺子，我吃完后她崩溃了.txt,True,False,,
281,婆婆怀里的孩子到底是谁的,,,小扑,2,994,6.9017,12098,33230,婆婆怀里的孩子到底是谁的.txt,True,False,,
282,婆婆抢我救命钱给小姑子整容，我反手送全家进深渊,,,C,3,1022,6.9295,12273,33317,婆婆抢我救命钱给小姑子整容，我反手送全家进深渊.txt,True,False,,
283,婆婆寿宴骂我儿子是野种，我反手认下她却先疯了,,,C,3,1021,6.9285,11665,30763,婆婆寿宴骂我儿子是野种，我反手认下她却先疯了.txt,True,False,,
284,剖腹产第二天，我叫来了离婚律师,,,B,4,8900,9.0938,11775,34323,剖腹产第二天，我叫来了离婚律师.txt,True,False,,
285,妻子把我的方案送情人，董事长点名我拒讲,,,B,4,6394,8.7631,26333,69713,妻子把我的方案送情人，董事长点名我拒讲.txt,True,False,,
286,妻子说不买房结婚？58岁查公积金账户时我傻眼了,,,B,4,3390,8.1286,35037,100639,妻子说不买房结婚？58岁查公积金账户时我傻眼了.txt,True,False,,
287,妻子说怕人吃醋，与我分房三年,,,B,4,5444,8.6023,18221,52675,妻子说怕人吃醋，与我分房三年.txt,True,False,,
288,妻子替男上司生娃还刷我的卡？我冻结资产，妻子慌了,,,小扑,2,957,6.8638,16707,45339,妻子替男上司生娃还刷我的卡？我冻结资产，妻子慌了.txt,True,False,,
289,千里相约一朝落空,,,无信号,,,,9038,26350,千里相约一朝落空.txt,False,False,,
290,牵牛花开在没有偏心的夏天,,,无信号,,,,10764,31505,牵牛花开在没有偏心的夏天.txt,False,False,,
291,前尘皆过客，我自赴长风,,,无信号,,,,10834,31956,前尘皆过客，我自赴长风.txt,False,False,,
292,前夫为白月光骂我精神病我反手拉响警报,,,无信号,,,,10597,30643,前夫为白月光骂我精神病我反手拉响警报.txt,False,False,,
293,前路至此，便是终点,,,无信号,,,,9515,27935,前路至此，便是终点.txt,False,False,,
294,前男友带新欢住进我家，我反手发了律师函,,,小扑,2,990,6.8977,12380,33112,前男友带新欢住进我家，我反手发了律师函.txt,True,False,,
295,亲戚借车自驾游，归还时车身藏了两百斤违禁品,,,B,4,6083,8.7133,12001,30863,亲戚借车自驾游，归还时车身藏了两百斤违禁品.txt,True,False,,
296,清冷禁欲的霸总老公失忆后，我带着千万资产带球跑了,,,C,3,1018,6.9256,17347,46805,清冷禁欲的霸总老公失忆后，我带着千万资产带球跑了.txt,True,False,,
297,情侣套餐分她一半，我的未来没你一分,,,C,3,1049,6.9556,10755,31013,情侣套餐分她一半，我的未来没你一分.txt,True,False,,
298,请为自己勇敢千千万万次,,,C,3,1004,6.9117,11632,33724,请为自己勇敢千千万万次.txt,True,False,,
299,秋来时我已不等你了,,,小扑,2,975,6.8824,15394,44846,秋来时我已不等你了.txt,True,False,,
300,全公司都知道裁员是假的，除了我,,,A,5,57569,10.9607,17229,43033,全公司都知道裁员是假的，除了我.txt,True,False,,
301,全家偏心养妹后，我不要他们了,,,无信号,,,,10629,30875,全家偏心养妹后，我不要他们了.txt,False,False,,
302,全家让我放弃清华上二本，我奔向旷野了,,,无信号,,,,10931,31449,全家让我放弃清华上二本，我奔向旷野了.txt,False,False,,
303,全家人都想姐姐继承家业，殊不知我才是最后赢家,,,小扑,2,975,6.8824,15589,44174,全家人都想姐姐继承家业，殊不知我才是最后赢家.txt,True,False,,
304,全家说我是废物，我信了十八年,,,A,5,10569,9.2657,16421,42094,全家说我是废物，我信了十八年.txt,True,False,,
305,全家问斩，我爹狂爆家丑卡诛九族，皇帝当场听懵了,,,C,3,1013,6.9207,37573,96235,全家问斩，我爹狂爆家丑卡诛九族，皇帝当场听懵了.txt,True,False,,
306,全家用杀鸡儆猴逼我高考交白卷,,,无信号,,,,10705,30879,全家用杀鸡儆猴逼我高考交白卷.txt,False,False,,
307,全校第一带头罢考以后,,,C,3,1102,7.0049,32138,92208,全校第一带头罢考以后.txt,True,False,,
308,缺席了我人生二十年的公平，我不要了,,,C,3,1919,7.5596,10671,30695,缺席了我人生二十年的公平，我不要了.txt,True,False,,
309,缺席萨摩耶的全家福后，我退场了,,,无信号,,,,12213,35796,缺席萨摩耶的全家福后，我退场了.txt,False,False,,
310,让给妹妹二十年，我终于赎回我的黎明,,,小扑,2,993,6.9007,11412,31328,让给妹妹二十年，我终于赎回我的黎明.txt,True,False,,
311,让你出套卷子，没让你把全省考生逼疯啊,,,A,5,85091,11.3515,13541,33774,让你出套卷子，没让你把全省考生逼疯啊.txt,True,False,,
312,让你守山门，你把整个仙门掀了？,,,A,5,20300,9.9184,29655,77238,让你守山门，你把整个仙门掀了？.txt,True,False,,
313,让一让？高考后我让到两千公里外，妈你咋急了,,,C,3,1000,6.9078,39301,102299,让一让？高考后我让到两千公里外，妈你咋急了.txt,True,False,,
314,人间偏爱皆落空，南风千里送我行,,,小扑,2,980,6.8876,14706,42336,人间偏爱皆落空，南风千里送我行 .txt,True,False,,
315,认亲宴上，我第一个求真千金救我,,,B,4,7597,8.9355,23308,59708,认亲宴上，我第一个求真千金救我.txt,True,False,,
316,容忍不需天份，只要爱错一人,,,无信号,,,,10787,31573,容忍不需天份，只要爱错一人.txt,False,False,,
317,入住新房第一天，天花板里掏出一堆死鸡,,,小扑,2,987,6.8947,10600,30622,入住新房第一天，天花板里掏出一堆死鸡.txt,True,False,,
318,若是月亮还没来，路灯也可照窗台,,,无信号,,,,10721,31493,若是月亮还没来，路灯也可照窗台.txt,False,False,,
319,三次纵容小姑子，耗尽我整场婚姻温柔,,,小扑,2,983,6.8906,25054,68484,三次纵容小姑子，耗尽我整场婚姻温柔.txt,True,False,,
320,三个大佬爸爸的团宠女儿突然懂事后，他们疯了,,,小扑,2,989,6.8967,12073,33249,三个大佬爸爸的团宠女儿突然懂事后，他们疯了.txt,True,False,,
321,三个人的家，我不住了,,,小扑,2,991,6.8987,10873,31189,三个人的家，我不住了.txt,True,False,,
322,嫂子买通月嫂换子，我靠弹幕撕开亲子骗局,,,小扑,2,987,6.8947,10943,29023,嫂子买通月嫂换子，我靠弹幕撕开亲子骗局.txt,True,False,,
323,杀猪匠真千金回豪门，被全家宠上天,,,C,3,1006,6.9137,14823,39971,杀猪匠真千金回豪门，被全家宠上天.txt,True,False,,
324,山川失约，海风赴我,,,无信号,,,,10925,31846,山川失约，海风赴我.txt,False,False,,
325,商务座被占后，我直接花2000升头等舱,,,C,3,1034,6.9412,35463,103456,商务座被占后，我直接花2000升头等舱.txt,True,False,,
326,上辈子偷我孙女，这辈子我亲手抓贼,,,C,3,1009,6.9167,13048,34478,上辈子偷我孙女，这辈子我亲手抓贼.txt,True,False,,
327,舍友让我八点前回宿舍，我没回去，她们死了,,,小扑,2,991,6.8987,9923,29011,舍友让我八点前回宿舍，我没回去，她们死了.txt,True,False,,
328,舍友退租顺走备用钥匙，三天后她来开门了,,,A,5,49653,10.8128,36454,95970,舍友退租顺走备用钥匙，三天后她来开门了.txt,True,False,,
329,舍友想当我后妈说我爸侵犯她，可我爸远在千里之外啊,,,小扑,2,955,6.8617,11752,31906,舍友想当我后妈说我爸侵犯她，可我爸远在千里之外啊.txt,True,False,,
330,舍友造谣我女儿校园霸凌，宿舍录音对她公开处刑,,,C,3,1021,6.9285,13429,38819,舍友造谣我女儿校园霸凌，宿舍录音对她公开处刑.txt,True,False,,
331,谁稀罕当你的好妹妹，死对头他蓄谋已久,,,无信号,,,,12239,35701,谁稀罕当你的好妹妹，死对头他蓄谋已久.txt,False,False,,
332,谁许我一朝天上人间,,,无信号,,,,13425,38880,谁许我一朝天上人间.txt,False,False,,
333,深情散尽，风月无声,,,无信号,,,,21797,62576,深情散尽，风月无声.txt,False,False,,
334,什么真千金假千金的？谁在意啊,,,C,3,1030,6.9373,16557,45255,什么真千金假千金的？谁在意啊.txt,True,False,,
335,胜率97%的女友，为我打输了唯一一场官司,,,C,3,1021,6.9285,16886,49177,胜率97%的女友，为我打输了唯一一场官司.txt,True,False,,
336,盛夏繁花满天，不见故人,,,无信号,,,,10073,27299,盛夏繁花满天，不见故人.txt,False,False,,
337,失眠的夜没有尽头,,,A,5,11613,9.3599,11862,32060,失眠的夜没有尽头.txt,True,False,,
338,失忆后，球星男友说我们分了,,,无信号,,,,38586,112396,失忆后，球星男友说我们分了.txt,False,False,,
339,师娘说我夫君毁她清誉，看清是谁后她悔疯了,,,C,3,1163,7.0588,11001,30607,师娘说我夫君毁她清誉，看清是谁后她悔疯了.txt,True,False,,
340,十一次的误认，十七次的沉默,,,C,3,1004,6.9117,13860,40469,十一次的误认，十七次的沉默.txt,True,False,,
341,十月怀珠落她名,,,C,3,1005,6.9127,14516,41950,十月怀珠落她名.txt,True,False,,
342,时薪十万，疯批财阀的阿司匹林,,,B,4,4750,8.4659,14592,39872,时薪十万，疯批财阀的阿司匹林.txt,True,False,,
343,实习生蹭男友副驾，我反手教他俩分寸,,,无信号,,,,11720,31182,实习生蹭男友副驾，我反手教他俩分寸.txt,False,False,,
344,实习生说她是弹幕女主，那我偏要抢走她的主角光环,,,小扑,2,981,6.8886,16640,44772,实习生说她是弹幕女主，那我偏要抢走她的主角光环.txt,True,False,,
345,拾金不昧后，污蔑我偷钱的贫困生悔疯了,,,C,3,1018,6.9256,17174,46066,拾金不昧后，污蔑我偷钱的贫困生悔疯了.txt,True,False,,
346,世纪婚礼次日，我躺上了引产台,,,小扑,2,958,6.8648,11274,32562,世纪婚礼次日，我躺上了引产台.txt,True,False,,
347,世子妃不争不抢，好孕外室气疯了,,,小扑,2,965,6.8721,11409,33247,世子妃不争不抢，好孕外室气疯了.txt,True,False,,
348,世子纳妾那日，是我离走之时,,,无信号,,,,27524,78704,世子纳妾那日，是我离走之时.txt,False,False,,
349,室友爸妈想鸠占鹊巢，我反手叫来了帽子叔叔,,,小扑,2,977,6.8845,9740,28877,室友爸妈想鸠占鹊巢，我反手叫来了帽子叔叔.txt,True,False,,
350,室友的爱情理论害死我，重生后我不拦着她了,,,C,3,1001,6.9088,10917,30351,室友的爱情理论害死我，重生后我不拦着她了.txt,True,False,,
351,室友骑坏豪车让我背锅，可车主是我亲哥,,,小扑,2,985,6.8926,11228,30828,室友骑坏豪车让我背锅，可车主是我亲哥.txt,True,False,,
352,室友偷我退役国服号钓野王，我登号让她直播翻车,,,小扑,2,956,6.8628,39056,112586,室友偷我退役国服号钓野王，我登号让她直播翻车.txt,True,False,,
353,收到未来自己的邮件后，我断亲了,,,小扑,2,971,6.8783,10723,31627,收到未来自己的邮件后，我断亲了.txt,True,False,,
354,守墓无归，不见旧人,,,无信号,,,,11803,33745,守墓无归，不见旧人.txt,False,False,,
355,首富爸妈想换我一个肾给病弱假千金，可我是僵尸没肾给,,,C,3,1047,6.9537,13781,39595,首富爸妈想换我一个肾给病弱假千金，可我是僵尸没肾给 .txt,True,False,,
356,叔叔出狱无人接，我驱车八百公里后他给了我两千一百万,,,S,6,165641,12.0176,40946,104962,叔叔出狱无人接，我驱车八百公里后他给了我两千一百万.txt,True,False,,
357,叔嫌饭慢爸扇妈十巴掌，我搬起砖头后全家慌了,,,C,3,1360,7.2152,41067,105715,叔嫌饭慢爸扇妈十巴掌，我搬起砖头后全家慌了.txt,True,False,,
358,暑假投奔小姨被晾到凌晨，我转身捧红隔壁档口,,,小扑,2,981,6.8886,14604,39222,暑假投奔小姨被晾到凌晨，我转身捧红隔壁档口.txt,True,False,,
359,刷到闺蜜偷我人生的帖子后，我重生了,,,无信号,,,,11495,31613,刷到闺蜜偷我人生的帖子后，我重生了.txt,False,False,,
360,双重背叛，我选择翻篇,,,C,3,1042,6.9489,12349,35379,双重背叛，我选择翻篇.txt,True,False,,
361,说我要和假千金雌竞？不好意思我是姐宝女,,,C,3,1898,7.5486,16915,49301,说我要和假千金雌竞？不好意思我是姐宝女.txt,True,False,,
362,司机的女朋友不准我上车后，她悔疯了,,,无信号,,,,14304,42201,司机的女朋友不准我上车后，她悔疯了.txt,False,False,,
363,司仪喊到第三遍的时候，我决定换个新郎,,,B,4,8224,9.0148,11819,34291,司仪喊到第三遍的时候，我决定换个新郎.txt,True,False,,
364,私藏星辉藏尽相思,,,无信号,,,,30610,89076,私藏星辉藏尽相思.txt,False,False,,
365,死对头想要娘亲替她养皇儿，魔丸用婴语杀疯了,,,C,3,1002,6.9098,10072,29601,死对头想要娘亲替她养皇儿，魔丸用婴语杀疯了.txt,True,False,,
366,岁岁逢春，旧人殊途,,,无信号,,,,10851,31591,岁岁逢春，旧人殊途.txt,False,False,,
367,岁岁难自安,,,A,5,47994,10.7788,13644,39330,岁岁难自安.txt,True,False,,
368,岁岁无君亦无晴,,,C,3,1003,6.9108,10757,31085,岁岁无君亦无晴.txt,True,False,,
369,岁月不予迟来人,,,小扑,2,980,6.8876,13753,40226,岁月不予迟来人.txt,True,False,,
370,碎玻璃拼不出满月,,,小扑,2,957,6.8638,13175,38261,碎玻璃拼不出满月.txt,True,False,,
371,碎成两半的家，我不要了,,,无信号,,,,10972,32107,碎成两半的家，我不要了.txt,False,False,,
372,碎在没有你的深秋,,,小扑,2,973,6.8804,10885,31277,碎在没有你的深秋.txt,True,False,,
373,他把我的暗恋日记当笑话说给闺蜜听，我转身扔掉了七年婚姻,,,无信号,,,,11235,32535,他把我的暗恋日记当笑话说给闺蜜听，我转身扔掉了七年婚姻.txt,False,False,,
374,他的爱，晚于我的告别,,,C,3,1004,6.9117,19433,56417,他的爱，晚于我的告别.txt,True,False,,
375,他的偏爱，我原路退回,,,C,3,1022,6.9295,11404,32854,他的偏爱，我原路退回.txt,True,False,,
376,他的誓言葬在港城,,,无信号,,,,10777,31599,他的誓言葬在港城.txt,False,False,,
377,他的心跳在左，我却永远在右,,,C,3,1040,6.947,10537,30477,他的心跳在左，我却永远在右 .txt,True,False,,
378,他赶来时春已晚,,,C,3,1031,6.9383,11761,31777,他赶来时春已晚.txt,True,False,,
379,他们有四把钥匙，刚好锁住一个没有我的家,,,B,4,6019,8.7027,17879,49769,他们有四把钥匙，刚好锁住一个没有我的家.txt,True,False,,
380,他让我家疼他的师妹，我爸让他滚出女婿位,,,A,5,74420,11.2175,33933,87839,他让我家疼他的师妹，我爸让他滚出女婿位.txt,True,False,,
381,他让我适应他们的十年，我便结束了我们的四年,,,无信号,,,,11974,35095,他让我适应他们的十年，我便结束了我们的四年.txt,False,False,,
382,他吻过她的唇，然后再去爱别人,,,无信号,,,,22140,65242,他吻过她的唇，然后再去爱别人.txt,False,False,,
383,他沿着另一个人的轮廓爱我,,,C,3,1033,6.9402,15494,43180,他沿着另一个人的轮廓爱我.txt,True,False,,
384,他指错方向，我走对路,,,无信号,,,,11188,32306,他指错方向，我走对路.txt,False,False,,
385,他纵容女下属羞辱妈妈后,,,C,3,1028,6.9354,12780,37010,他纵容女下属羞辱妈妈后 .txt,True,False,,
386,她的盲盒里，没有我的小满,,,无信号,,,,13379,38883,她的盲盒里，没有我的小满.txt,False,False,,
387,她决定不离婚之后,,,C,3,1097,7.0003,11769,32651,她决定不离婚之后.txt,True,False,,
388,她留在那年雨季,,,无信号,,,,11321,31583,她留在那年雨季.txt,False,False,,
389,她偷了我700分送校草上清华，可我半年前就保送了啊,,,C,3,1040,6.947,21272,60255,她偷了我700分送校草上清华，可我半年前就保送了啊.txt,True,False,,
390,她用暧昧编织谎言，将我推向远方,,,无信号,,,,23667,69608,她用暧昧编织谎言，将我推向远方.txt,False,False,,
391,台风过境，我心难回,,,无信号,,,,10750,31058,台风过境，我心难回.txt,False,False,,
392,堂弟用我名订了52桌，我让酒店报警,,,C,3,1028,6.9354,20105,51641,堂弟用我名订了52桌，我让酒店报警.txt,True,False,,
