id,title,book_id,author,tier,tier_code,reads,log_reads,nchars,bytes,file,fully_matched,ambiguous,resolve_note,ledger_idx
351,室友骑坏豪车让我背锅，可车主是我亲哥,,,小扑,2,985,6.8926,11228,30828,室友骑坏豪车让我背锅，可车主是我亲哥.txt,True,False,,
469,新家户型图上没有我的名字，我转头去了大西北,,,C,3,1339,7.1997,14108,40532,新家户型图上没有我的名字，我转头去了大西北.txt,True,False,,
578,假少爷在我面前装柔弱，但我只想战斗爽,,:好故事 字数:10894 分类:男生生活,A,5,1014,6.9217,12533,36469,假少爷在我面前装柔弱，但我只想战斗爽.txt,True,False,,
406,为护绿茶假千金，妹控真千金掀桌暴打全家,,,C,3,1038,6.9451,13447,39566,为护绿茶假千金，妹控真千金掀桌暴打全家.txt,True,False,,
136,公公踢我出家族群骂我外人，我反手讨债87万，全家慌了,,,小扑,2,972,6.8794,15827,42577,公公踢我出家族群骂我外人，我反手讨债87万，全家慌了.txt,True,False,,
061,此生也算等过你,,,C,3,1018,6.9256,10403,30237,此生也算等过你.txt,True,False,,
208,邻居非说我考上清华的儿子侵犯她女儿，我掏出手机直播后她后悔了,,,C,3,1003,6.9108,19957,53009,邻居非说我考上清华的儿子侵犯她女儿，我掏出手机直播后她后悔了.txt,True,False,,
170,军训被妈妈关进封闭车中后，她悔疯了,,,C,3,1038,6.9451,10523,30617,军训被妈妈关进封闭车中后，她悔疯了.txt,True,False,,
277,贫困生男大说我女儿倒贴他后，我让全校看了监控,,,C,3,1017,6.9246,12385,35407,贫困生男大说我女儿倒贴他后，我让全校看了监控.txt,True,False,,
285,妻子把我的方案送情人，董事长点名我拒讲,,,B,4,6394,8.7631,26333,69713,妻子把我的方案送情人，董事长点名我拒讲.txt,True,False,,
130,哥哥的肾和他的白月光，重生后我选择两个都不救,,,C,3,1765,7.4759,16632,43324,哥哥的肾和他的白月光，重生后我选择两个都不救.txt,True,False,,
282,婆婆抢我救命钱给小姑子整容，我反手送全家进深渊,,,C,3,1022,6.9295,12273,33317,婆婆抢我救命钱给小姑子整容，我反手送全家进深渊.txt,True,False,,
346,世纪婚礼次日，我躺上了引产台,,,小扑,2,958,6.8648,11274,32562,世纪婚礼次日，我躺上了引产台.txt,True,False,,
528,重生孤儿院后，我牵起了另一对夫妻的手,,,小扑,2,973,6.8804,10009,27335,重生孤儿院后，我牵起了另一对夫妻的手.txt,True,False,,
521,重返五岁，我阻止了带走真千金的舞蹈老师,,,C,3,1033,6.9402,16480,42890,重返五岁，我阻止了带走真千金的舞蹈老师.txt,True,False,,
089,弟弟满月酒当天，我家破人亡,,,小扑,2,997,6.9048,14169,41530,弟弟满月酒当天，我家破人亡.txt,True,False,,
553,和魔尊双向救赎的那些年,,:左御 字数:9129,A,5,954,6.8607,13741,40081,和魔尊双向救赎的那些年.txt,True,False,,
503,远山花开，玫瑰不再来,,,小扑,2,972,6.8794,9570,27464,远山花开，玫瑰不再来.txt,True,False,,
229,梅子落于无尽夏,,,C,3,1194,7.0851,12135,32879,梅子落于无尽夏.txt,True,False,,
180,苦恨年年压金线,,,小扑,2,959,6.8659,12828,37194,苦恨年年压金线.txt,True,False,,
034,别说我嫉妒假千金！被八个大佬舅舅团宠的我只想跟美人贴贴,,,小扑,2,968,6.8752,12714,36494,别说我嫉妒假千金！被八个大佬舅舅团宠的我只想跟美人贴贴.txt,True,False,,
057,穿越成虐文男主，面对高冷老婆提离婚，我狂喜签字,,,小扑,2,982,6.8896,13125,34014,穿越成虐文男主，面对高冷老婆提离婚，我狂喜签字.txt,True,False,,
152,贵妃想拿死胎换我，可我有婴语技能啊,,,小扑,2,979,6.8865,12793,34877,贵妃想拿死胎换我，可我有婴语技能啊.txt,True,False,,
441,我养的保镖扇我耳光，妻子在旁边鼓掌,,,S,6,167341,12.0278,19602,50120,我养的保镖扇我耳光，妻子在旁边鼓掌.txt,True,False,,
281,婆婆怀里的孩子到底是谁的,,,小扑,2,994,6.9017,12098,33230,婆婆怀里的孩子到底是谁的.txt,True,False,,
474,烟花易冷，故梦难寻,,,C,3,1001,6.9088,10842,31930,烟花易冷，故梦难寻.txt,True,False,,
488,一心只想养废继子，他怎么就状元了,,,A,5,16137,9.6889,59432,154422,一心只想养废继子，他怎么就状元了.txt,True,False,,
233,墨洇纸碎断恩情,,,小扑,2,962,6.869,13338,38752,墨洇纸碎断恩情.txt,True,False,,
418,未来的电话告诉我房子墙里有尸体，我杀疯了,,,C,3,1044,6.9508,11391,33031,未来的电话告诉我房子墙里有尸体，我杀疯了.txt,True,False,,
070,打赌我不敢退婚？我退群后他悔疯了,,,小扑,2,959,6.8659,11202,32750,打赌我不敢退婚？我退群后他悔疯了.txt,True,False,,
294,前男友带新欢住进我家，我反手发了律师函,,,小扑,2,990,6.8977,12380,33112,前男友带新欢住进我家，我反手发了律师函.txt,True,False,,
106,风吹银铃，再无明远,,,小扑,2,978,6.8855,11991,34819,风吹银铃，再无明远.txt,True,False,,
407,为救她，岳父被罚到破产，六年后她入职合同我直接打回,,,A,5,28942,10.273,21150,55606,为救她，岳父被罚到破产，六年后她入职合同我直接打回.txt,True,False,,
350,室友的爱情理论害死我，重生后我不拦着她了,,,C,3,1001,6.9088,10917,30351,室友的爱情理论害死我，重生后我不拦着她了.txt,True,False,,
033,别人忙着答辩我忙着吐，检查结果竟是双胞胎！,,,C,3,1001,6.9088,44977,117763,别人忙着答辩我忙着吐，检查结果竟是双胞胎！.txt,True,False,,
207,邻居出差让我帮忙照看老人，弹幕却说老人已经死了,,,B,4,3982,8.2895,16215,47366,邻居出差让我帮忙照看老人，弹幕却说老人已经死了.txt,True,False,,
464,校花闺蜜装清高拒绝保送，我拿下名额后她悔疯了,,,C,3,1039,6.946,11637,30689,校花闺蜜装清高拒绝保送，我拿下名额后她悔疯了.txt,True,False,,
271,女友不给我买表后，我跟她提分手了,,,B,4,5775,8.6613,15134,44070,女友不给我买表后，我跟她提分手了.txt,True,False,,
279,品学兼优的女儿把我骂了,,,C,3,1044,6.9508,13058,37876,品学兼优的女儿把我骂了.txt,True,False,,
086,等烟火散尽，我也走远,,,C,3,1045,6.9518,10621,30397,等烟火散尽，我也走远.txt,True,False,,
295,亲戚借车自驾游，归还时车身藏了两百斤违禁品,,,B,4,6083,8.7133,12001,30863,亲戚借车自驾游，归还时车身藏了两百斤违禁品.txt,True,False,,
557,户口本凭空多出丈夫，我注销户籍后他疯了,,:随手码小说 字数:14576 分类:婚姻家庭；【尾缀变体】《户口本凭空多出丈夫,S,6,114949,11.6522,17061,46099,户口本凭空多出丈夫，我注销户籍后他疯了.txt,True,False,nchars→第1个候选,
572,急诊科窝了三年，老婆带队来铐我,,:远东的土龙宗 字数:38073 分类:男生情感,A,5,2184,7.6889,45892,117418,急诊科窝了三年，老婆带队来铐我.txt,True,False,,
264,女儿病危，老公却让我提前24h申请手术费,,,小扑,2,981,6.8886,11324,33034,女儿病危，老公却让我提前24h申请手术费.txt,True,False,,
173,看到弹幕后，我改写了男频后宫文的结局,,,A,5,33483,10.4188,12171,35959,看到弹幕后，我改写了男频后宫文的结局.txt,True,False,,
126,高考出分当天，我让假千金全家跪在我妈墓碑前道歉,,,C,3,1013,6.9207,11805,31727,高考出分当天，我让假千金全家跪在我妈墓碑前道歉.txt,True,False,,
534,重生回幼崽时期，我哭醒亲娘夺回嫡命,,,小扑,2,966,6.8732,14423,41429,重生回幼崽时期，我哭醒亲娘夺回嫡命.txt,True,False,,
268,女儿生日当天被污蔑成野种，我直接给她找了个新爸爸,,,小扑,2,987,6.8947,11704,33884,女儿生日当天被污蔑成野种，我直接给她找了个新爸爸.txt,True,False,,
567,婚礼前，他把我的第五根肋骨送给了青梅,,:妄莫媚娘 字数:12267 分类:青春虐恋,A,5,1045,6.9518,13969,38419,婚礼前，他把我的第五根肋骨送给了青梅.txt,True,False,,
128,高考分数屏蔽后，妈妈却为情夫儿子逼我落榜,,,小扑,2,960,6.8669,22054,64439,高考分数屏蔽后，妈妈却为情夫儿子逼我落榜.txt,True,False,,
007,把我的保研名额换给废物姐姐后，全家遭了报应,7658116688348466238,佚名（九州文化）,C,3,1033,6.9402,12575,36313,把我的保研名额换给废物姐姐后，全家遭了报应.txt,True,False,,
216,留不住蓝伞，也留不住我,,,C,3,1989,7.5954,12932,36286,留不住蓝伞，也留不住我.txt,True,False,,
452,无人拾我落花，我自去拥万里山河,,,C,3,1036,6.9431,10877,31172,无人拾我落花，我自去拥万里山河.txt,True,False,,
342,时薪十万，疯批财阀的阿司匹林,,,B,4,4750,8.4659,14592,39872,时薪十万，疯批财阀的阿司匹林.txt,True,False,,
176,考上北大遭继妹眼红，父亲直接废了我双腿！,,,C,3,1047,6.9537,17422,50659,考上北大遭继妹眼红，父亲直接废了我双腿！.txt,True,False,,
321,三个人的家，我不住了,,,小扑,2,991,6.8987,10873,31189,三个人的家，我不住了.txt,True,False,,
570,火海救人被讹八万后，我的战友群炸了,,:漂浮的一根草 字数:11761 分类:男生生活,A,5,1023,6.9305,14226,40892,火海救人被讹八万后，我的战友群炸了.txt,True,False,,
540,准新娘想白嫖我20万妆造，我用卸妆水让她在自己的婚礼丢尽颜面,,,小扑,2,988,6.8957,9359,25891,准新娘想白嫖我20万妆造，我用卸妆水让她在自己的婚礼丢尽颜面.txt,True,False,,
505,月色将尽，不候故人,,,A,5,52790,10.8741,12155,34291,月色将尽，不候故人.txt,True,False,,
157,寒光不照朱门客,,,小扑,2,977,6.8845,17189,48282,寒光不照朱门客.txt,True,False,,
427,我的网络妈妈才五岁，却每周给我九千零花钱,,,C,3,1010,6.9177,28642,80386,我的网络妈妈才五岁，却每周给我九千零花钱.txt,True,False,,
020,保姆女儿偷我推荐名额上名校，还逼我送房，我不装了,,,C,3,1040,6.947,25138,71882,保姆女儿偷我推荐名额上名校，还逼我送房，我不装了.txt,True,False,,
463,校草在万人大群造谣我陪睡保研，我重生后让他悔疯了,,,C,3,1011,6.9187,10282,27462,校草在万人大群造谣我陪睡保研，我重生后让他悔疯了.txt,True,False,,
383,他沿着另一个人的轮廓爱我,,,C,3,1033,6.9402,15494,43180,他沿着另一个人的轮廓爱我.txt,True,False,,
185,老公故意失联逼我放弃抚养权，回来后他却悔疯了,,,C,3,1027,6.9344,14112,39168,老公故意失联逼我放弃抚养权，回来后他却悔疯了.txt,True,False,,
174,看上支教老师了，怎么让她当我老婆？,,,小扑,2,997,6.9048,14286,36742,看上支教老师了，怎么让她当我老婆？.txt,True,False,,
082,灯火未央，君已离席,,,小扑,2,982,6.8896,5401,15483,灯火未央，君已离席.txt,True,False,,
023,北京大妞竟是走丢真千金，教我规矩我反手掀桌,,,C,3,1005,6.9127,12881,34077,北京大妞竟是走丢真千金，教我规矩我反手掀桌.txt,True,False,,
026,被阎王退货后，我开摆了,,,C,3,1033,6.9402,14066,40736,被阎王退货后，我开摆了.txt,True,False,,
323,杀猪匠真千金回豪门，被全家宠上天,,,C,3,1006,6.9137,14823,39971,杀猪匠真千金回豪门，被全家宠上天.txt,True,False,,
453,五个人的家，我排第六名,,,C,3,1010,6.9177,11386,33398,五个人的家，我排第六名.txt,True,False,,
075,弹幕说男朋友拿我身份网恋骗人百万，我直接让他跪着求饶,,,C,3,1000,6.9078,14350,37742,弹幕说男朋友拿我身份网恋骗人百万，我直接让他跪着求饶.txt,True,False,,
415,未婚夫为绿茶误一小时，我转头三十秒就换人嫁,,,A,5,19415,9.8738,11707,34425,未婚夫为绿茶误一小时，我转头三十秒就换人嫁.txt,True,False,,
526,重回四岁那天，我救回了被小姨拐走的妹妹,,,C,3,2913,7.9769,11833,33803,重回四岁那天，我救回了被小姨拐走的妹妹.txt,True,False,,
090,弟弟确诊自闭症那天，我再也没有妈妈了,,,B,4,9425,9.1511,12745,33159,弟弟确诊自闭症那天，我再也没有妈妈了.txt,True,False,,
117,浮生皆过客，我自踏长风,,,C,3,1049,6.9556,11832,34898,浮生皆过客，我自踏长风.txt,True,False,,
178,考研失利教授男友罚背家训,,,C,3,1043,6.9499,11452,33594,考研失利教授男友罚背家训.txt,True,False,,
192,老公让我别计较，婆婆替我计较了,,,C,3,1006,6.9137,15793,40965,老公让我别计较，婆婆替我计较了.txt,True,False,,
214,领证当晚，公公说彩礼降到8888元,,,C,3,1020,6.9276,12066,34942,领证当晚，公公说彩礼降到8888元.txt,True,False,,
576,假千金一头撞死后，我成了全家罪人,,:胖茄子 字数:9709 分类:古代言情,A,5,1036,6.9431,10211,29823,假千金一头撞死后，我成了全家罪人.txt,True,False,,
019,保姆女儿冒领身份钓金龟婿，宴会上我带全家来打脸了,,,小扑,2,982,6.8896,12434,33414,保姆女儿冒领身份钓金龟婿，宴会上我带全家来打脸了.txt,True,False,,
095,儿子非要把前夫接来吃饭，我一气跟儿子断绝母子情,,,小扑,2,979,6.8865,14378,42427,儿子非要把前夫接来吃饭，我一气跟儿子断绝母子情.txt,True,False,,
497,愚人节敢不敢陪你的青梅假结婚,,,C,3,1025,6.9324,11361,33523,愚人节敢不敢陪你的青梅假结婚.txt,True,False,,
